name,cuisine,location,rating,num_of_rating,price_for_two,url
Wreck Burgers,"Opens next at 3:30 pm, todayAmerican","Nagar, Laxmi",--,Too Few Ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Bake n Shake,"Pizzas, Fast Food","Laxmi Nagar, Laxmi Nagar",--,Too Few Ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
The cake n cafe,Bakery,"Laxmi Nagar, Shakarpur Khas",--,Too Few Ratings,₹ 399,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Peaky burgers,"Opens next at 0 am, tomorrowSnacks, Beverages","Laxmi Nagar, Laxmi Nagar",--,Too Few Ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
momo mafia,"Opens next at 3:30 pm, todayChinese","Nagar, Laxmi",--,Too Few Ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
DD FOOD HOUSE,"Opens next at 3:30 pm, todayChinese, Fast Food","Laxmi Nagar, Laxmi Nagar",--,Too Few Ratings,₹ 250,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
The Pizza Villa,"Pizzas, Burgers","Lajpat Nagar, Lajpat Nagar",--,Too Few Ratings,₹ 250,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Quick Pizza,"Italian, Pizzas","Lajpat Nagar, Lajpat Nagar",--,Too Few Ratings,₹ 250,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Chinese Chilli,"Continental, Chinese","Laxmi Nagar, Laxmi Nagar",--,Too Few Ratings,₹ 250,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Hungerout Pizza,"Pizzas, Italian","Rohini, NSP",--,Too Few Ratings,₹ 350,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Food Factory,North Indian,"vijay block ,gopala complex,LaxmiNagar ,New Delhi, Laxmi Nagar",--,Too Few Ratings,₹ 250,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Daebak Cafe - Delight In Every Bite,Korean,"Laxmi Nagar, Laxmi Nagar",--,Too Few Ratings,₹ 600,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Little Dragon,Chinese,"Lajpat Nagar, Lajpat Nagar",--,Too Few Ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Pizza Junction,"Pizzas, Italian","Lajpat Nagar, Lajpat Nagar",--,Too Few Ratings,₹ 250,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Icecream By Bubble Waffle,Restaurant ClosedIce Cream,"Nagar, Laxmi",--,Too Few Ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
crepe king,"Opens next at 3:30 pm, todayDesserts","Nagar, Laxmi",--,Too Few Ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Pasta By Eataliano,Pastas,"Nagar, Laxmi",--,Too Few Ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Jain's Pizza Shakarpur,"Pizzas, Italian","Laxmi Nagar, Laxmi Nagar",--,Too Few Ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Wreck Burgers,"Opens next at 3:30 pm, todayAmerican","Nagar, Laxmi",--,Too Few Ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Bake n Shake,"Pizzas, Fast Food","Laxmi Nagar, Laxmi Nagar",--,Too Few Ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
The cake n cafe,Bakery,"Laxmi Nagar, Shakarpur Khas",--,Too Few Ratings,₹ 399,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Peaky burgers,"Opens next at 0 am, tomorrowSnacks, Beverages","Laxmi Nagar, Laxmi Nagar",--,Too Few Ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
momo mafia,"Opens next at 3:30 pm, todayChinese","Nagar, Laxmi",--,Too Few Ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
DD FOOD HOUSE,"Opens next at 3:30 pm, todayChinese, Fast Food","Laxmi Nagar, Laxmi Nagar",--,Too Few Ratings,₹ 250,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
